date,name,year,letterboxd,rating,tv,director
2015-05-17,Ex Machina,2014,https://letterboxd.com/film/ex-machina-2014/,4,,
2015-05-14,Cinema Paradiso,1988,https://letterboxd.com/film/cinema-paradiso/,4,,
2015-05-14,Project Almanac,2015,https://letterboxd.com/film/project-almanac/,2.5,,
2015-05-13,Just Before I Go,2014,https://letterboxd.com/film/just-before-i-go/,2,,
2015-05-11,Blade Runner,1982,https://letterboxd.com/film/blade-runner/,4.5,,Ridley Scott
2015-05-10,Hot Tub Time Machine 2,2015,https://letterboxd.com/film/hot-tub-time-machine-2/,1.5,,
2015-05-09,The Cobbler,2014,https://letterboxd.com/film/the-cobbler-2014/,1.5,,
2015-05-07,The Royal Tenenbaums,2001,https://letterboxd.com/film/the-royal-tenenbaums/,4,,
2015-05-01,Interstellar,2014,https://letterboxd.com/film/interstellar/,3,,
2015-04-21,Almost Famous,2000,https://letterboxd.com/film/almost-famous/,3.5,,
2015-04-07,Sweet Smell of Success,1957,https://letterboxd.com/film/sweet-smell-of-success/,3.5,,
2015-04-04,Memento,2000,https://letterboxd.com/film/memento/,4.5,,Christopher Nolan
2015-04-04,Once Upon a Time in the West,1968,https://letterboxd.com/film/once-upon-a-time-in-the-west/,4.5,,Sergio Leone
2015-04-04,The Departed,2006,https://letterboxd.com/film/the-departed/,4,,
2015-04-04,Le Samouraï,1967,https://letterboxd.com/film/le-samourai/,5,,Jean-Pierre Melville
2015-03-07,Jodorowsky's Dune,2013,https://letterboxd.com/film/jodorowskys-dune/,3.5,,
2015-03-07,Citizenfour,2014,https://letterboxd.com/film/citizenfour/,3,,
2015-03-06,Stranger Than Fiction,2006,https://letterboxd.com/film/stranger-than-fiction-2006/,3.5,,
2015-03-05,"Love, Rosie",2014,https://letterboxd.com/film/love-rosie/,1.5,,
2015-03-05,It's Kind of a Funny Story,2010,https://letterboxd.com/film/its-kind-of-a-funny-story/,2.5,,
2015-03-05,Wristcutters: A Love Story,2006,https://letterboxd.com/film/wristcutters-a-love-story/,3,,
2015-03-02,Wonder Boys,2000,https://letterboxd.com/film/wonder-boys/,4,,
2015-02-25,Hot Fuzz,2007,https://letterboxd.com/film/hot-fuzz/,3,,
2015-02-20,The Third Man,1949,https://letterboxd.com/film/the-third-man/,5,,Carol Reed
2015-02-20,The Night of the Hunter,1955,https://letterboxd.com/film/the-night-of-the-hunter/,4.5,,Charles Laughton
2015-02-18,Sunset Boulevard,1950,https://letterboxd.com/film/sunset-boulevard/,4.5,,Billy Wilder
2015-02-17,Airplane!,1980,https://letterboxd.com/film/airplane/,3,,
2015-02-17,The Rules of the Game,1939,https://letterboxd.com/film/the-rules-of-the-game/,3,,
2015-02-15,That Awkward Moment,2014,https://letterboxd.com/film/that-awkward-moment/,2,,
2015-02-12,Two Night Stand,2014,https://letterboxd.com/film/two-night-stand/,2,,
2015-02-12,Rushmore,1998,https://letterboxd.com/film/rushmore/,3,,
2015-02-09,Dumb and Dumber To,2014,https://letterboxd.com/film/dumb-and-dumber-to/,2,,
2015-02-09,Nightcrawler,2014,https://letterboxd.com/film/nightcrawler/,3.5,,
2015-01-28,Heima,2007,https://letterboxd.com/film/heima/,3,,
2015-01-17,Birdman or (The Unexpected Virtue of Ignorance),2014,https://letterboxd.com/film/birdman-or-the-unexpected-virtue-of-ignorance/,3.5,,
2015-01-15,Obvious Child,2014,https://letterboxd.com/film/obvious-child/,2,,
2015-01-15,Donnie Darko,2001,https://letterboxd.com/film/donnie-darko/,3,,
2015-01-12,The Sessions,2012,https://letterboxd.com/film/the-sessions/,2.5,,
2015-01-12,The Skeleton Twins,2014,https://letterboxd.com/film/the-skeleton-twins/,2.5,,
2015-01-10,Groundhog Day,1993,https://letterboxd.com/film/groundhog-day/,3,,
2015-01-10,The Guest,2014,https://letterboxd.com/film/the-guest-2014/,2.5,,
2015-01-10,Calvary,2014,https://letterboxd.com/film/calvary/,3,,
2015-01-08,Planet Terror,2007,https://letterboxd.com/film/planet-terror/,3,,
2015-01-07,If I Stay,2014,https://letterboxd.com/film/if-i-stay/,1.5,,
2015-01-07,This Is Where I Leave You,2014,https://letterboxd.com/film/this-is-where-i-leave-you/,2.5,,
2015-01-07,Whiplash,2014,https://letterboxd.com/film/whiplash-2014/,3.5,,
2015-01-04,City of God,2002,https://letterboxd.com/film/city-of-god/,3.5,,
2015-01-04,Saving Private Ryan,1998,https://letterboxd.com/film/saving-private-ryan/,3.5,,
2015-01-04,Raiders of the Lost Ark,1981,https://letterboxd.com/film/raiders-of-the-lost-ark/,3.5,,
2014-12-27,The Interview,2014,https://letterboxd.com/film/the-interview-2014/,2,,
2014-12-22,Léon: The Professional,1994,https://letterboxd.com/film/leon-the-professional/,4,,
2014-12-09,Chungking Express,1994,https://letterboxd.com/film/chungking-express/,4,,
2014-12-05,Captain America: The Winter Soldier,2014,https://letterboxd.com/film/captain-america-the-winter-soldier/,3,,
2014-12-05,The Maze Runner,2014,https://letterboxd.com/film/the-maze-runner/,1.5,,
2014-11-28,20.000 Days on Earth,2014,https://letterboxd.com/film/20000-days-on-earth/,3,,
2014-11-27,Captain America: The First Avenger,2011,https://letterboxd.com/film/captain-america-the-first-avenger/,3,,
2014-11-27,Lucy,2014,https://letterboxd.com/film/lucy-2014/,2.5,,
2014-11-20,Double Indemnity,1944,https://letterboxd.com/film/double-indemnity/,4.5,,Billy Wilder
2014-11-19,The Goddess of 1967,2000,https://letterboxd.com/film/the-goddess-of-1967/,3,,
2014-11-17,Spanish Affair,2014,https://letterboxd.com/film/spanish-affair-2014/,3,,
2014-11-15,The Blues Brothers,1980,https://letterboxd.com/film/the-blues-brothers/,4,,
2014-11-15,Divergent,2014,https://letterboxd.com/film/divergent/,2,,
2014-11-15,"Aguirre, the Wrath of God",1972,https://letterboxd.com/film/aguirre-the-wrath-of-god/,4,,
2014-11-12,Edge of Tomorrow,2014,https://letterboxd.com/film/edge-of-tomorrow/,4,,
2014-11-11,What If,2013,https://letterboxd.com/film/what-if-2013/,2.5,,
2014-11-11,Guardians of the Galaxy,2014,https://letterboxd.com/film/guardians-of-the-galaxy/,3,,
2014-11-10,Scott Pilgrim vs. the World,2010,https://letterboxd.com/film/scott-pilgrim-vs-the-world/,3.5,,
2014-11-04,In Bruges,2008,https://letterboxd.com/film/in-bruges/,3.5,,
2014-11-01,Let's Be Cops,2014,https://letterboxd.com/film/lets-be-cops/,2,,
2014-10-16,Sex Tape,2014,https://letterboxd.com/film/sex-tape/,1.5,,
2014-10-16,22 Jump Street,2014,https://letterboxd.com/film/22-jump-street/,2,,
2014-09-27,Sexmission,1984,https://letterboxd.com/film/sexmission/,3,,
2014-09-25,Stalker,1979,https://letterboxd.com/film/stalker/,4.5,,Andrei Tarkovsky
2014-09-23,Y Tu Mamá También,2001,https://letterboxd.com/film/y-tu-mama-tambien/,3.5,,
2014-09-23,Klown,2010,https://letterboxd.com/film/klown/,2.5,,
2014-09-12,Thor,2011,https://letterboxd.com/film/thor/,3,,
2014-09-12,Thor: The Dark World,2013,https://letterboxd.com/film/thor-the-dark-world/,2.5,,
2014-09-11,A Million Ways to Die in the West,2014,https://letterboxd.com/film/a-million-ways-to-die-in-the-west/,2,,
2014-09-08,Take This Waltz,2011,https://letterboxd.com/film/take-this-waltz/,2,,
2014-08-24,The Fault in Our Stars,2014,https://letterboxd.com/film/the-fault-in-our-stars/,3,,
2014-08-18,Persona,1966,https://letterboxd.com/film/persona/,4,,
2014-08-17,M,1931,https://letterboxd.com/film/m/,4.5,,Fritz Lang
2014-08-17,Chinatown,1974,https://letterboxd.com/film/chinatown/,4,,
2014-08-17,Boyhood,2014,https://letterboxd.com/film/boyhood/,3,,
2014-08-12,Citizen Kane,1941,https://letterboxd.com/film/citizen-kane/,4,,
2014-08-10,Gran Torino,2008,https://letterboxd.com/film/gran-torino/,3.5,,
2014-08-08,The Pianist,2002,https://letterboxd.com/film/the-pianist/,3.5,,
2014-08-08,World War Z,2013,https://letterboxd.com/film/world-war-z/,3,,
2014-08-06,Lars and the Real Girl,2007,https://letterboxd.com/film/lars-and-the-real-girl/,3,,
2014-08-03,The Double,2013,https://letterboxd.com/film/the-double-2013/,3.5,,
2014-07-26,Garden State,2004,https://letterboxd.com/film/garden-state/,3,,
2014-07-20,The Last Waltz,1978,https://letterboxd.com/film/the-last-waltz/,3.5,,
2014-07-19,Modern Times,1936,https://letterboxd.com/film/modern-times/,4,,
2014-06-28,The Grand Budapest Hotel,2014,https://letterboxd.com/film/the-grand-budapest-hotel/,4,,
2014-06-27,Only Lovers Left Alive,2013,https://letterboxd.com/film/only-lovers-left-alive/,5,,Jim Jarmusch
2014-06-27,Neighbors,2014,https://letterboxd.com/film/neighbors-2014/,2.5,,
2014-06-23,The Way Way Back,2013,https://letterboxd.com/film/the-way-way-back/,3,,
2014-06-22,Enemy,2013,https://letterboxd.com/film/enemy/,3.5,,
2014-06-21,Joe,2013,https://letterboxd.com/film/joe-2013/,3.5,,
2014-06-20,Submarine,2010,https://letterboxd.com/film/submarine/,2.5,,
2014-06-09,The World's End,2013,https://letterboxd.com/film/the-worlds-end/,2.5,,
2014-06-08,Dead Poets Society,1989,https://letterboxd.com/film/dead-poets-society/,3.5,,
2014-06-07,Aliens,1986,https://letterboxd.com/film/aliens/,3.5,,
2014-05-25,High Fidelity,2000,https://letterboxd.com/film/high-fidelity/,3.5,,
2014-05-23,Moonrise Kingdom,2012,https://letterboxd.com/film/moonrise-kingdom/,3.5,,
2014-05-22,The Secret Life of Walter Mitty,2013,https://letterboxd.com/film/the-secret-life-of-walter-mitty-2013/,3,,
2014-05-21,We're the Millers,2013,https://letterboxd.com/film/were-the-millers/,3,,
2014-05-20,Celeste & Jesse Forever,2012,https://letterboxd.com/film/celeste-jesse-forever/,2,,
2014-05-20,The Colors of the Mountain,2011,https://letterboxd.com/film/the-colors-of-the-mountain/,2,,
2014-03-28,The Doom Generation,1995,https://letterboxd.com/film/the-doom-generation/,0.5,,
2014-02-02,The Breakfast Club,1985,https://letterboxd.com/film/the-breakfast-club/,3.5,,
2014-02-02,E.T. the Extra-Terrestrial,1982,https://letterboxd.com/film/et-the-extra-terrestrial/,3.5,,
2014-02-01,Dallas Buyers Club,2013,https://letterboxd.com/film/dallas-buyers-club/,3,,
2014-01-19,Her,2013,https://letterboxd.com/film/her/,4,,
2014-01-19,Inside Llewyn Davis,2013,https://letterboxd.com/film/inside-llewyn-davis/,4,,
2014-01-19,Drinking Buddies,2013,https://letterboxd.com/film/drinking-buddies/,3,,
2014-01-18,Taking Woodstock,2009,https://letterboxd.com/film/taking-woodstock/,2,,
2014-01-18,The Usual Suspects,1995,https://letterboxd.com/film/the-usual-suspects/,3.5,,
2014-01-18,To Kill a Mockingbird,1962,https://letterboxd.com/film/to-kill-a-mockingbird/,4,,
2014-01-17,Mud,2012,https://letterboxd.com/film/mud/,3.5,,
2014-01-17,Requiem for a Dream,2000,https://letterboxd.com/film/requiem-for-a-dream/,3.5,,
2014-01-15,Zathura: A Space Adventure,2005,https://letterboxd.com/film/zathura-a-space-adventure/,2,,
2014-01-15,The Rebound,2009,https://letterboxd.com/film/the-rebound/,1.5,,
2013-12-28,Don Jon,2013,https://letterboxd.com/film/don-jon/,3,,
2013-12-28,Blue Is the Warmest Color,2013,https://letterboxd.com/film/blue-is-the-warmest-color/,3.5,,
2013-12-26,The Spectacular Now,2013,https://letterboxd.com/film/the-spectacular-now/,3.5,,
2013-12-26,Gravity,2013,https://letterboxd.com/film/gravity-2013/,3.5,,
2013-12-07,Spirited Away,2001,https://letterboxd.com/film/spirited-away/,4,,
2013-12-05,Like Crazy,2011,https://letterboxd.com/film/like-crazy/,2,,
2013-12-05,Before Sunrise,1995,https://letterboxd.com/film/before-sunrise/,4.5,,Richard Linklater
2013-12-05,Before Sunset,2004,https://letterboxd.com/film/before-sunset/,3.5,,
2013-12-05,Full Metal Jacket,1987,https://letterboxd.com/film/full-metal-jacket/,3.5,,
2013-12-03,Paths of Glory,1957,https://letterboxd.com/film/paths-of-glory/,4.5,,Stanley Kubrick
2013-11-30,Greetings from Tim Buckley,2012,https://letterboxd.com/film/greetings-from-tim-buckley/,2.5,,
2013-11-29,The Evil Dead,1981,https://letterboxd.com/film/the-evil-dead/,3,,
2013-11-28,A Clockwork Orange,1971,https://letterboxd.com/film/a-clockwork-orange/,4,,
2013-11-21,Nacho Libre,2006,https://letterboxd.com/film/nacho-libre/,1.5,,
2013-11-13,The Host,2013,https://letterboxd.com/film/the-host-2013/,2.5,,
2013-10-29,Revenge of the Nerds,1984,https://letterboxd.com/film/revenge-of-the-nerds/,2,,
2013-10-28,In Time,2011,https://letterboxd.com/film/in-time/,2,,
2013-10-19,Snatch,2000,https://letterboxd.com/film/snatch/,3.5,,
2013-10-17,"Lock, Stock and Two Smoking Barrels",1998,https://letterboxd.com/film/lock-stock-and-two-smoking-barrels/,3.5,,
2013-10-14,Rear Window,1954,https://letterboxd.com/film/rear-window/,4,,
2013-10-13,Vertigo,1958,https://letterboxd.com/film/vertigo/,5,,Alfred Hitchcock
2013-10-12,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,1964,https://letterboxd.com/film/dr-strangelove-or-how-i-learned-to-stop-worrying-and-love-the-bomb/,4,,
2013-10-11,City Lights,1931,https://letterboxd.com/film/city-lights/,3.5,,
2013-10-04,Stuck in Love,2012,https://letterboxd.com/film/stuck-in-love/,3,,
2013-10-03,Children of Men,2006,https://letterboxd.com/film/children-of-men/,3.5,,
2013-10-02,The Book of Eli,2010,https://letterboxd.com/film/the-book-of-eli/,2.5,,
2013-09-23,This Is the End,2013,https://letterboxd.com/film/this-is-the-end/,2.5,,
2013-09-17,Detroit Rock City,1999,https://letterboxd.com/film/detroit-rock-city/,2,,
2013-09-16,The Art of Getting By,2011,https://letterboxd.com/film/the-art-of-getting-by/,2,,
2013-09-14,Punch-Drunk Love,2002,https://letterboxd.com/film/punch-drunk-love/,3.5,,
2013-09-10,Suicide Room,2011,https://letterboxd.com/film/suicide-room/,3,,
2013-09-09,Spring Breakers,2012,https://letterboxd.com/film/spring-breakers/,2,,
2013-09-09,The Kings of Summer,2013,https://letterboxd.com/film/the-kings-of-summer/,3,,
2013-09-08,Shame,2011,https://letterboxd.com/film/shame-2011/,3.5,,
2013-09-06,Ferris Bueller's Day Off,1986,https://letterboxd.com/film/ferris-buellers-day-off/,3,,
2013-09-04,Pain & Gain,2013,https://letterboxd.com/film/pain-gain/,2.5,,
2013-08-21,Lost in Translation,2003,https://letterboxd.com/film/lost-in-translation/,4,,
2013-08-20,Stand by Me,1986,https://letterboxd.com/film/stand-by-me/,4,,
2013-08-20,Up,2009,https://letterboxd.com/film/up/,3.5,,
2013-08-15,Searching for Sugar Man,2012,https://letterboxd.com/film/searching-for-sugar-man/,3.5,,
2013-08-11,"The Good, the Bad and the Ugly",1966,https://letterboxd.com/film/the-good-the-bad-and-the-ugly/,4,,
2013-08-10,Se7en,1995,https://letterboxd.com/film/se7en/,4,,
2013-08-10,Joe Strummer: The Future Is Unwritten,2007,https://letterboxd.com/film/joe-strummer-the-future-is-unwritten/,3,,
2013-08-10,Jaws,1975,https://letterboxd.com/film/jaws/,4,,
2013-08-09,One Flew Over the Cuckoo's Nest,1975,https://letterboxd.com/film/one-flew-over-the-cuckoos-nest/,3.5,,
2013-08-09,Alien,1979,https://letterboxd.com/film/alien/,4,,
2013-08-08,Scarface,1983,https://letterboxd.com/film/scarface-1983/,3.5,,
2013-08-07,North by Northwest,1959,https://letterboxd.com/film/north-by-northwest/,4,,
2013-08-06,Iron Man 3,2013,https://letterboxd.com/film/iron-man-3/,2.5,,
2013-08-05,12 Angry Men,1957,https://letterboxd.com/film/12-angry-men/,5,,Sidney Lumet
2013-08-05,The Double Life of Véronique,1991,https://letterboxd.com/film/the-double-life-of-veronique/,4.5,,Krzysztof Kieślowski
2013-08-04,Before Midnight,2013,https://letterboxd.com/film/before-midnight/,3.5,,
2013-08-04,My Neighbor Totoro,1988,https://letterboxd.com/film/my-neighbor-totoro/,4,,
2013-08-03,Rebel Without a Cause,1955,https://letterboxd.com/film/rebel-without-a-cause/,3.5,,
2013-08-03,Breakfast at Tiffany's,1961,https://letterboxd.com/film/breakfast-at-tiffanys/,3,,
2013-07-21,2001: A Space Odyssey,1968,https://letterboxd.com/film/2001-a-space-odyssey/,5,,Stanley Kubrick
2013-07-20,WALL·E,2008,https://letterboxd.com/film/walle/,3.5,,
2013-07-14,It's a Wonderful Life,1946,https://letterboxd.com/film/its-a-wonderful-life/,4,,
2013-07-09,Apocalypse Now,1979,https://letterboxd.com/film/apocalypse-now/,4,,
2013-07-08,Another Earth,2011,https://letterboxd.com/film/another-earth/,3.5,,
2013-07-02,Bruce Almighty,2003,https://letterboxd.com/film/bruce-almighty/,2,,
2013-07-01,Out of Sight,1998,https://letterboxd.com/film/out-of-sight/,2,,
2013-06-24,My Dog Skip,2000,https://letterboxd.com/film/my-dog-skip/,3,,
2013-06-19,Pulp Fiction,1994,https://letterboxd.com/film/pulp-fiction/,4,,
2013-06-18,Nine Dead,2010,https://letterboxd.com/film/nine-dead/,2,,
2013-06-14,The Road,2009,https://letterboxd.com/film/the-road/,4,,
2013-06-13,Monty Python and the Holy Grail,1975,https://letterboxd.com/film/monty-python-and-the-holy-grail/,4,,
2013-06-12,The Shining,1980,https://letterboxd.com/film/the-shining/,4,,
2013-06-12,American Beauty,1999,https://letterboxd.com/film/american-beauty/,3.5,,
2013-06-10,Inglourious Basterds,2009,https://letterboxd.com/film/inglourious-basterds/,3,,
2013-06-06,Kill Bill: Vol. 2,2004,https://letterboxd.com/film/kill-bill-vol-2/,3,,
2013-06-05,Django Unchained,2012,https://letterboxd.com/film/django-unchained/,3,,
2013-06-04,There Will Be Blood,2007,https://letterboxd.com/film/there-will-be-blood/,4,,
2013-06-04,Casablanca,1942,https://letterboxd.com/film/casablanca/,4,,
2013-06-03,Manhattan,1979,https://letterboxd.com/film/manhattan/,3.5,,
2013-06-01,GoodFellas,1990,https://letterboxd.com/film/goodfellas/,4,,
2013-05-31,The Big Lebowski,1998,https://letterboxd.com/film/the-big-lebowski/,3.5,,
2013-05-31,Bonnie and Clyde,1967,https://letterboxd.com/film/bonnie-and-clyde/,4,,
2013-05-20,Clerks,1994,https://letterboxd.com/film/clerks/,3.5,,
2013-05-14,Life Is Beautiful,1997,https://letterboxd.com/film/life-is-beautiful/,4,,
2013-05-13,Kill Bill: Vol. 1,2003,https://letterboxd.com/film/kill-bill-vol-1/,3.5,,
2013-05-13,Life of Brian,1979,https://letterboxd.com/film/life-of-brian/,4,,
2013-05-12,Some Like It Hot,1959,https://letterboxd.com/film/some-like-it-hot/,3.5,,
2013-05-11,Drive,2011,https://letterboxd.com/film/drive-2011/,4,,
2013-05-09,Little Miss Sunshine,2006,https://letterboxd.com/film/little-miss-sunshine/,3,,
2013-05-09,The Machinist,2004,https://letterboxd.com/film/the-machinist/,3.5,,
2013-05-08,Eternal Sunshine of the Spotless Mind,2004,https://letterboxd.com/film/eternal-sunshine-of-the-spotless-mind/,3.5,,
2013-05-07,The Godfather: Part II,1974,https://letterboxd.com/film/the-godfather-part-ii/,4.5,,Francis Ford Coppola
2013-05-06,Four Rooms,1995,https://letterboxd.com/film/four-rooms/,3.5,,
2013-05-05,Reservoir Dogs,1992,https://letterboxd.com/film/reservoir-dogs/,4.5,,Quentin Tarantino
